Subject,Session,ID,TETTime,RTTime,CursorX,CursorY,TimestampSec,TimestampMicrosec,XGazePosLeftEye,YGazePosLeftEye,XCameraPosLeftEye,YCameraPosLeftEye,DiameterPupilLeftEye,DistanceLeftEye,ValidityLeftEye,XGazePosRightEye,YGazePosRightEye,XCameraPosRightEye,YCameraPosRightEye,DiameterPupilRightEye,DistanceRightEye,ValidityRightEye,TrialId,SoundFile,Condition,TrialType,AdjectiveType,AdjectiveOnset,NounOnset,SceneID,Target,Competitor,Contrast,Distractor,AOI1,AOI2,AOI3,AOI4,LookedObj,LookedStimulus,LookedType,ClickedObj,ClickedType,RT,CurrentObject,NthAfterAdj
1,1,138938,757738.879,757205,736,758,757,738879,0.3911929,0.736414,0.6637258,0.6005055,2.774575,552.3957,0,0.3763609,0.6685045,0.4450538,0.6075227,2.453539,551.2206,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,1
1,1,138943,757755.535,757222,737,786,757,755535,0.391512,0.7624277,0.6645225,0.6009369,2.746786,552.2769,0,0.3765765,0.693885,0.4452762,0.6077148,2.520419,550.9984,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,2
1,1,138948,757772.216,757239,741,788,757,772216,0.3933204,0.763824,0.665042,0.6010727,2.772338,552.2066,0,0.3788204,0.6965037,0.4456596,0.6075839,2.531585,550.9158,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,3
1,1,138953,757788.902,757255,743,787,757,788902,0.3954856,0.7564392,0.6654926,0.6011097,2.75697,552.1833,0,0.3792869,0.7025351,0.4458229,0.6073264,2.572483,550.8434,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,4
1,1,138958,757805.586,757272,738,785,757,805586,0.3967901,0.7586558,0.6657615,0.6009091,2.747917,551.9351,0,0.3729089,0.6967997,0.445927,0.6068639,2.55764,550.7123,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,5
1,1,138963,757822.203,757289,741,784,757,822203,0.3935877,0.760061,0.665921,0.6005883,2.769031,552.045,0,0.3786377,0.6924596,0.4459178,0.6063466,2.531754,550.6539,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,6
1,1,138968,757838.871,757305,742,790,757,838871,0.3960564,0.7576612,0.6659359,0.6000618,2.759257,551.9775,0,0.3775211,0.705837,0.4458063,0.6057939,2.597144,550.6718,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,7
1,1,138973,757855.519,757322,737,770,757,855519,0.3936748,0.7424865,0.6658442,0.5996888,2.718806,551.7877,0,0.3743909,0.6846139,0.4456416,0.6053271,2.509347,550.4801,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,8
1,1,138978,757872.214,757338,748,764,757,872214,0.400429,0.7486688,0.6656947,0.5992351,2.7216,551.552,0,0.3794492,0.6678552,0.4453814,0.6048709,2.448348,550.4551,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,9
1,1,138983,757888.894,757355,749,790,757,888894,0.3996609,0.7542437,0.6655552,0.5989034,2.743276,551.4721,0,0.3815241,0.7088845,0.4451557,0.6045083,2.586911,550.4112,0,76,K9_FlatCircle1.wav,Contrast,test,Max,474,890,11,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,full_cube8.jpg,bumpy_bluecircle5.jpg,bumpy_bluecircle5.jpg,full_cube8.jpg,bumpy_greencircle2.jpg,bumpy_yellowtriangle1.jpg,3,bumpy_greencircle2.jpg,Target,AOI3,Target,5474,Stimulus,10
